#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=118 Henzen an Gerhard Y/V/54 Rom 9/V 54 , Dr Verehrter Herr Frofessor Erst sp & äöt beantworte ich Ihre 1 .
1-1	0-3	118	_	_	
1-2	4-10	Henzen	*	PERauthor	
1-3	11-13	an	_	_	
1-4	14-21	Gerhard	*	PERaddressee	
1-5	22-28	Y/V/54	*	DATEletter	
1-6	29-32	Rom	*	PLACEfrom	
1-7	33-36	9/V	*[1]	DATEletter[1]	
1-8	37-39	54	*[1]	DATEletter[1]	
1-9	40-41	,	_	_	
1-10	42-44	Dr	_	_	
1-11	45-54	Verehrter	_	_	
1-12	55-59	Herr	_	_	
1-13	60-69	Frofessor	_	_	
1-14	70-74	Erst	_	_	
1-15	75-77	sp	_	_	
1-16	78-79	&	_	_	
1-17	80-83	äöt	_	_	
1-18	84-94	beantworte	_	_	
1-19	95-98	ich	_	_	
1-20	99-103	Ihre	_	_	
1-21	104-105	1	_	_	
1-22	106-107	.	_	_	

#Text=Briefe vom 22 u. 28 v. N . Ich war dabei , die ultimissima mano an meinen Crelli zu legen , d. h. das ganze Nanuscript zu revidiren u. einzelne Nachträge einzuschalten , u. wollte nicht gern unterbrochen sein .
2-1	108-114	Briefe	_	_	
2-2	115-118	vom	_	_	
2-3	119-121	22	*	DATEmentioned	
2-4	122-124	u.	_	_	
2-5	125-127	28	*[2]	DATEmentioned[2]	
2-6	128-130	v.	*[2]	DATEmentioned[2]	
2-7	131-132	N	*[2]	DATEmentioned[2]	
2-8	133-134	.	*[2]	DATEmentioned[2]	
2-9	135-138	Ich	_	_	
2-10	139-142	war	_	_	
2-11	143-148	dabei	_	_	
2-12	149-150	,	_	_	
2-13	151-154	die	_	_	
2-14	155-166	ultimissima	_	_	
2-15	167-171	mano	_	_	
2-16	172-174	an	_	_	
2-17	175-181	meinen	_	_	
2-18	182-188	Crelli	*	PERmentioned	
2-19	189-191	zu	_	_	
2-20	192-197	legen	_	_	
2-21	198-199	,	_	_	
2-22	200-202	d.	_	_	
2-23	203-205	h.	_	_	
2-24	206-209	das	_	_	
2-25	210-215	ganze	_	_	
2-26	216-226	Nanuscript	_	_	
2-27	227-229	zu	_	_	
2-28	230-239	revidiren	_	_	
2-29	240-242	u.	_	_	
2-30	243-251	einzelne	_	_	
2-31	252-261	Nachträge	_	_	
2-32	262-275	einzuschalten	_	_	
2-33	276-277	,	_	_	
2-34	278-280	u.	_	_	
2-35	281-287	wollte	_	_	
2-36	288-293	nicht	_	_	
2-37	294-298	gern	_	_	
2-38	299-311	unterbrochen	_	_	
2-39	312-316	sein	_	_	
2-40	317-318	.	_	_	

#Text=Nun fehlt mir nur noch die kurze Vorrede .
3-1	319-322	Nun	_	_	
3-2	323-328	fehlt	_	_	
3-3	329-332	mir	_	_	
3-4	333-336	nur	_	_	
3-5	337-341	noch	_	_	
3-6	342-345	die	_	_	
3-7	346-351	kurze	_	_	
3-8	352-359	Vorrede	_	_	
3-9	360-361	.	_	_	

#Text=Nein Manuscrirt umfaßt , das Buch selbst 540 Seiten klein folio , ziemlich eng geschrieben , der Index zu den 3 Bänden mit Auslassung der Namen 630 Quartseiten , letzterer nach NMaterien georänet , gleichsam eine Ärt von Repertorium der Römischen Alterthümer der Kaiserzeit .
4-1	362-366	Nein	_	_	
4-2	367-377	Manuscrirt	_	_	
4-3	378-384	umfaßt	_	_	
4-4	385-386	,	_	_	
4-5	387-390	das	_	_	
4-6	391-395	Buch	_	_	
4-7	396-402	selbst	_	_	
4-8	403-406	540	_	_	
4-9	407-413	Seiten	_	_	
4-10	414-419	klein	_	_	
4-11	420-425	folio	_	_	
4-12	426-427	,	_	_	
4-13	428-436	ziemlich	_	_	
4-14	437-440	eng	_	_	
4-15	441-452	geschrieben	_	_	
4-16	453-454	,	_	_	
4-17	455-458	der	_	_	
4-18	459-464	Index	_	_	
4-19	465-467	zu	_	_	
4-20	468-471	den	_	_	
4-21	472-473	3	_	_	
4-22	474-480	Bänden	_	_	
4-23	481-484	mit	_	_	
4-24	485-495	Auslassung	_	_	
4-25	496-499	der	_	_	
4-26	500-505	Namen	_	_	
4-27	506-509	630	_	_	
4-28	510-521	Quartseiten	_	_	
4-29	522-523	,	_	_	
4-30	524-533	letzterer	_	_	
4-31	534-538	nach	_	_	
4-32	539-548	NMaterien	_	_	
4-33	549-557	georänet	_	_	
4-34	558-559	,	_	_	
4-35	560-569	gleichsam	_	_	
4-36	570-574	eine	_	_	
4-37	575-578	Ärt	_	_	
4-38	579-582	von	_	_	
4-39	583-594	Repertorium	_	_	
4-40	595-598	der	_	_	
4-41	599-608	Römischen	*[3]	MISC[3]	
4-42	609-620	Alterthümer	*[3]	MISC[3]	
4-43	621-624	der	_	_	
4-44	625-635	Kaiserzeit	*	MISC	
4-45	636-637	.	_	_	

