#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Braun an Gerhard Dresden , 10. März 183 eine Nymphe den Pater Tiberinus nicht aus , obwohl Beispiele mangeln werden .
1-1	0-5	Braun	*	PERauthor	
1-2	6-8	an	_	_	
1-3	9-16	Gerhard	*	PERaddressee	
1-4	17-24	Dresden	*	PLACEfrom	
1-5	25-26	,	_	_	
1-6	27-30	10.	*[1]	DATEletter[1]	
1-7	31-35	März	*[1]	DATEletter[1]	
1-8	36-39	183	*[1]	DATEletter[1]	
1-9	40-44	eine	_	_	
1-10	45-51	Nymphe	*	OBJ	
1-11	52-55	den	_	_	
1-12	56-61	Pater	*[2]	OBJ[2]	
1-13	62-71	Tiberinus	*[2]	OBJ[2]	
1-14	72-77	nicht	_	_	
1-15	78-81	aus	_	_	
1-16	82-83	,	_	_	
1-17	84-90	obwohl	_	_	
1-18	91-100	Beispiele	_	_	
1-19	101-108	mangeln	_	_	
1-20	109-115	werden	_	_	
1-21	116-117	.	_	_	

#Text=Nun noch eine Bitte : ich habe meine Ferersia an Scherck und Gerstäcker adressiren lassen , da ich Ihre Wohnung nicht kannte .
2-1	118-121	Nun	_	_	
2-2	122-126	noch	_	_	
2-3	127-131	eine	_	_	
2-4	132-137	Bitte	_	_	
2-5	138-139	:	_	_	
2-6	140-143	ich	_	_	
2-7	144-148	habe	_	_	
2-8	149-154	meine	_	_	
2-9	155-163	Ferersia	_	_	
2-10	164-166	an	_	_	
2-11	167-174	Scherck	*	PERmentioned	
2-12	175-178	und	_	_	
2-13	179-189	Gerstäcker	*	PERmentioned	
2-14	190-200	adressiren	_	_	
2-15	201-207	lassen	_	_	
2-16	208-209	,	_	_	
2-17	210-212	da	_	_	
2-18	213-216	ich	_	_	
2-19	217-221	Ihre	_	_	
2-20	222-229	Wohnung	_	_	
2-21	230-235	nicht	_	_	
2-22	236-242	kannte	_	_	
2-23	243-244	.	_	_	

#Text=Wollten Sie die Freundlichkeit haben und sie dort in Empfang nehmen lassen , damit keine Unordnung Störung mache .
3-1	245-252	Wollten	_	_	
3-2	253-256	Sie	_	_	
3-3	257-260	die	_	_	
3-4	261-275	Freundlichkeit	_	_	
3-5	276-281	haben	_	_	
3-6	282-285	und	_	_	
3-7	286-289	sie	_	_	
3-8	290-294	dort	_	_	
3-9	295-297	in	_	_	
3-10	298-305	Empfang	_	_	
3-11	306-312	nehmen	_	_	
3-12	313-319	lassen	_	_	
3-13	320-321	,	_	_	
3-14	322-327	damit	_	_	
3-15	328-333	keine	_	_	
3-16	334-343	Unordnung	_	_	
3-17	344-351	Störung	_	_	
3-18	352-357	mache	_	_	
3-19	358-359	.	_	_	

#Text=Meine Ankunft , welche nun auf den 20 März angesetzt ist , erleidet übrigens nun keine weitere Veränderung , so daß ich Sie wohl bitten mögte , dafür Sorge tragen zu lassen , daß ich ein geheifztes Zimmer vorfinde , indem sonst die wieder eingetretene Kälte solches etwas unwohnbar gemacht haben möchte , Ihren ferneren Freundlichkeiten empfiehlt sich E Braun
4-1	360-365	Meine	_	_	
4-2	366-373	Ankunft	_	_	
4-3	374-375	,	_	_	
4-4	376-382	welche	_	_	
4-5	383-386	nun	_	_	
4-6	387-390	auf	_	_	
4-7	391-394	den	_	_	
4-8	395-397	20	*[3]	DATEmentioned[3]	
4-9	398-402	März	*[3]	DATEmentioned[3]	
4-10	403-412	angesetzt	_	_	
4-11	413-416	ist	_	_	
4-12	417-418	,	_	_	
4-13	419-427	erleidet	_	_	
4-14	428-436	übrigens	_	_	
4-15	437-440	nun	_	_	
4-16	441-446	keine	_	_	
4-17	447-454	weitere	_	_	
4-18	455-466	Veränderung	_	_	
4-19	467-468	,	_	_	
4-20	469-471	so	_	_	
4-21	472-475	daß	_	_	
4-22	476-479	ich	_	_	
4-23	480-483	Sie	_	_	
4-24	484-488	wohl	_	_	
4-25	489-495	bitten	_	_	
4-26	496-501	mögte	_	_	
4-27	502-503	,	_	_	
4-28	504-509	dafür	_	_	
4-29	510-515	Sorge	_	_	
4-30	516-522	tragen	_	_	
4-31	523-525	zu	_	_	
4-32	526-532	lassen	_	_	
4-33	533-534	,	_	_	
4-34	535-538	daß	_	_	
4-35	539-542	ich	_	_	
4-36	543-546	ein	_	_	
4-37	547-557	geheifztes	_	_	
4-38	558-564	Zimmer	_	_	
4-39	565-573	vorfinde	_	_	
4-40	574-575	,	_	_	
4-41	576-581	indem	_	_	
4-42	582-587	sonst	_	_	
4-43	588-591	die	_	_	
4-44	592-598	wieder	_	_	
4-45	599-611	eingetretene	_	_	
4-46	612-617	Kälte	_	_	
4-47	618-625	solches	_	_	
4-48	626-631	etwas	_	_	
4-49	632-641	unwohnbar	_	_	
4-50	642-649	gemacht	_	_	
4-51	650-655	haben	_	_	
4-52	656-662	möchte	_	_	
4-53	663-664	,	_	_	
4-54	665-670	Ihren	_	_	
4-55	671-679	ferneren	_	_	
4-56	680-696	Freundlichkeiten	_	_	
4-57	697-706	empfiehlt	_	_	
4-58	707-711	sich	_	_	
4-59	712-713	E	_	_	
4-60	714-719	Braun	*	PERauthor	
