#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=5 vi , N nn ) 97 Lepsius an Henzen Berlin , 1. Februar 1872 w ; un gs .
1-1	0-1	5	_	_	
1-2	2-4	vi	_	_	
1-3	5-6	,	_	_	
1-4	7-8	N	_	_	
1-5	9-11	nn	_	_	
1-6	12-13	)	_	_	
1-7	14-16	97	_	_	
1-8	17-24	Lepsius	*	PERauthor	
1-9	25-27	an	_	_	
1-10	28-34	Henzen	*	PERaddressee	
1-11	35-41	Berlin	*	PLACEfrom	
1-12	42-43	,	_	_	
1-13	44-46	1.	*[1]	DATEletter[1]	
1-14	47-54	Februar	*[1]	DATEletter[1]	
1-15	55-59	1872	*[1]	DATEletter[1]	
1-16	60-61	w	_	_	
1-17	62-63	;	_	_	
1-18	64-66	un	_	_	
1-19	67-69	gs	_	_	
1-20	70-71	.	_	_	

#Text=5/3 72 © , r . 6/3 72 | \\ Da Berlin d . 1 .
2-1	72-75	5/3	*[2]	DATErecieved[2]	
2-2	76-78	72	*[2]	DATErecieved[2]	
2-3	79-80	©	_	_	
2-4	81-82	,	_	_	
2-5	83-84	r	_	_	
2-6	85-86	.	_	_	
2-7	87-90	6/3	*[3]	DATEanswered[3]	
2-8	91-93	72	*[3]	DATEanswered[3]	
2-9	94-95	|	_	_	
2-10	96-97	\	_	_	
2-11	98-100	Da	_	_	
2-12	101-107	Berlin	*	PLACEfrom	
2-13	108-109	d	_	_	
2-14	110-111	.	_	_	
2-15	112-113	1	*[4]	DATEletter[4]	
2-16	114-115	.	*[4]	DATEletter[4]	

#Text=Febr .
3-1	116-120	Febr	*[4]	DATEletter[4]	
3-2	121-122	.	*[4]	DATEletter[4]	

#Text=1872 Verehrter Freund In Bälde wird ein Landrath , Freiherr von Zedlitz mit seiner Frau , geb . von Kutmitz , mit einem Empfehlungsbruefe von mir an Sie und Dr. Helbig in Rom anlangen .
4-1	123-127	1872	*[4]	DATEletter[4]	
4-2	128-137	Verehrter	_	_	
4-3	138-144	Freund	_	_	
4-4	145-147	In	_	_	
4-5	148-153	Bälde	_	_	
4-6	154-158	wird	_	_	
4-7	159-162	ein	_	_	
4-8	163-171	Landrath	_	_	
4-9	172-173	,	_	_	
4-10	174-182	Freiherr	*[5]	PERmentioned[5]	
4-11	183-186	von	*[5]	PERmentioned[5]	
4-12	187-194	Zedlitz	*[5]	PERmentioned[5]	
4-13	195-198	mit	_	_	
4-14	199-205	seiner	_	_	
4-15	206-210	Frau	_	_	
4-16	211-212	,	_	_	
4-17	213-216	geb	_	_	
4-18	217-218	.	_	_	
4-19	219-222	von	_	_	
4-20	223-230	Kutmitz	*	PERmentioned	
4-21	231-232	,	_	_	
4-22	233-236	mit	_	_	
4-23	237-242	einem	_	_	
4-24	243-260	Empfehlungsbruefe	_	_	
4-25	261-264	von	_	_	
4-26	265-268	mir	_	_	
4-27	269-271	an	_	_	
4-28	272-275	Sie	_	_	
4-29	276-279	und	_	_	
4-30	280-283	Dr.	*[6]	PERmentioned[6]	
4-31	284-290	Helbig	*[6]	PERmentioned[6]	
4-32	291-293	in	_	_	
4-33	294-297	Rom	*	PLACEmentioned	
4-34	298-306	anlangen	_	_	
4-35	307-308	.	_	_	

#Text=Ich kenne die Leute nicht persönlich , doch hat Geh .
5-1	309-312	Ich	_	_	
5-2	313-318	kenne	_	_	
5-3	319-322	die	_	_	
5-4	323-328	Leute	_	_	
5-5	329-334	nicht	_	_	
5-6	335-345	persönlich	_	_	
5-7	346-347	,	_	_	
5-8	348-352	doch	_	_	
5-9	353-356	hat	_	_	
5-10	357-360	Geh	_	_	
5-11	361-362	.	_	_	

#Text=Rath Kueck den Brief von mir gewünscht , der namentlich mit der Frau ihrer Familie eng befreundet oder gar verwandt ist .
6-1	363-367	Rath	_	_	
6-2	368-373	Kueck	*	PERmentioned	
6-3	374-377	den	_	_	
6-4	378-383	Brief	_	_	
6-5	384-387	von	_	_	
6-6	388-391	mir	_	_	
6-7	392-401	gewünscht	_	_	
6-8	402-403	,	_	_	
6-9	404-407	der	_	_	
6-10	408-418	namentlich	_	_	
6-11	419-422	mit	_	_	
6-12	423-426	der	_	_	
6-13	427-431	Frau	_	_	
6-14	432-437	ihrer	_	_	
6-15	438-445	Familie	_	_	
6-16	446-449	eng	_	_	
6-17	450-460	befreundet	_	_	
6-18	461-465	oder	_	_	
6-19	466-469	gar	_	_	
6-20	470-478	verwandt	_	_	
6-21	479-482	ist	_	_	
6-22	483-484	.	_	_	

#Text=Aus letzterem Grunde , wenn sich nicht andre , wofür ich nicht stehen kann , vorfinden , wird es gut sein , sich der Leute anzunehmen , da wir Kneck 's guten Willen jetzt vielfach nöthig haben .
7-1	485-488	Aus	_	_	
7-2	489-498	letzterem	_	_	
7-3	499-505	Grunde	_	_	
7-4	506-507	,	_	_	
7-5	508-512	wenn	_	_	
7-6	513-517	sich	_	_	
7-7	518-523	nicht	_	_	
7-8	524-529	andre	_	_	
7-9	530-531	,	_	_	
7-10	532-537	wofür	_	_	
7-11	538-541	ich	_	_	
7-12	542-547	nicht	_	_	
7-13	548-554	stehen	_	_	
7-14	555-559	kann	_	_	
7-15	560-561	,	_	_	
7-16	562-571	vorfinden	_	_	
7-17	572-573	,	_	_	
7-18	574-578	wird	_	_	
7-19	579-581	es	_	_	
7-20	582-585	gut	_	_	
7-21	586-590	sein	_	_	
7-22	591-592	,	_	_	
7-23	593-597	sich	_	_	
7-24	598-601	der	_	_	
7-25	602-607	Leute	_	_	
7-26	608-618	anzunehmen	_	_	
7-27	619-620	,	_	_	
7-28	621-623	da	_	_	
7-29	624-627	wir	_	_	
7-30	628-633	Kneck	*[7]	PERmentioned[7]	
7-31	634-636	's	*[7]	PERmentioned[7]	
7-32	637-642	guten	_	_	
7-33	643-649	Willen	_	_	
7-34	650-655	jetzt	_	_	
7-35	656-664	vielfach	_	_	
7-36	665-671	nöthig	_	_	
7-37	672-677	haben	_	_	
7-38	678-679	.	_	_	

#Text=Meinen letzten Brief werden Sie erhalten haben .
