#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=49 Lepsius an Messer Berlin , 39 .
1-1	0-2	49	_	_	
1-2	3-10	Lepsius	*	PERauthor	
1-3	11-13	an	_	_	
1-4	14-20	Messer	*	PERaddressee	
1-5	21-27	Berlin	*	PLACEfrom	
1-6	28-29	,	_	_	
1-7	30-32	39	*[1]	DATEletter[1]	
1-8	33-34	.	*[1]	DATEletter[1]	

#Text=Jamuar 1872 Quer auf der ersten Seite Vielen Dank an Helbig für seine Glückwünsche .
2-1	35-41	Jamuar	*[1]	DATEletter[1]	
2-2	42-46	1872	*[1]	DATEletter[1]	
2-3	47-51	Quer	_	_	
2-4	52-55	auf	_	_	
2-5	56-59	der	_	_	
2-6	60-66	ersten	_	_	
2-7	67-72	Seite	_	_	
2-8	73-79	Vielen	_	_	
2-9	80-84	Dank	_	_	
2-10	85-87	an	_	_	
2-11	88-94	Helbig	*	PERmentioned	
2-12	95-98	für	_	_	
2-13	99-104	seine	_	_	
2-14	105-117	Glückwünsche	_	_	
2-15	118-119	.	_	_	

#Text=Über die Stockholmer Sache warte ich noch auf Antwort .
3-1	120-124	Über	_	_	
3-2	125-128	die	_	_	
3-3	129-140	Stockholmer	*	PLACEmentioned	
3-4	141-146	Sache	_	_	
3-5	147-152	warte	_	_	
3-6	153-156	ich	_	_	
3-7	157-161	noch	_	_	
3-8	162-165	auf	_	_	
3-9	166-173	Antwort	_	_	
3-10	174-175	.	_	_	

#Text=Nächstens darüber .
4-1	176-185	Nächstens	_	_	
4-2	186-193	darüber	_	_	
4-3	194-195	.	_	_	
