#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=I - = , Mommsen an Brunn Berlin , 25. April 1861 ich den Vorschlag wegen des Cades nocht nicht officiell zur Entscheidung bringen , sondern Eure Antwort auf meinen letzten Brief abwarten , die woll diese Sachen zusammenfassen wird .
1-1	0-1	I	_	_	
1-2	2-3	-	_	_	
1-3	4-5	=	_	_	
1-4	6-7	,	_	_	
1-5	8-15	Mommsen	*	PERauthor	
1-6	16-18	an	_	_	
1-7	19-24	Brunn	*	PERaddressee	
1-8	25-31	Berlin	*	PLACEfrom	
1-9	32-33	,	_	_	
1-10	34-37	25.	*[1]	DATEletter[1]	
1-11	38-43	April	*[1]	DATEletter[1]	
1-12	44-48	1861	*[1]	DATEletter[1]	
1-13	49-52	ich	_	_	
1-14	53-56	den	_	_	
1-15	57-66	Vorschlag	_	_	
1-16	67-72	wegen	_	_	
1-17	73-76	des	_	_	
1-18	77-82	Cades	*	PERmentioned	
1-19	83-88	nocht	_	_	
1-20	89-94	nicht	_	_	
1-21	95-104	officiell	_	_	
1-22	105-108	zur	_	_	
1-23	109-121	Entscheidung	_	_	
1-24	122-129	bringen	_	_	
1-25	130-131	,	_	_	
1-26	132-139	sondern	_	_	
1-27	140-144	Eure	_	_	
1-28	145-152	Antwort	_	_	
1-29	153-156	auf	_	_	
1-30	157-163	meinen	_	_	
1-31	164-171	letzten	_	_	
1-32	172-177	Brief	_	_	
1-33	178-186	abwarten	_	_	
1-34	187-188	,	_	_	
1-35	189-192	die	_	_	
1-36	193-197	woll	_	_	
1-37	198-203	diese	_	_	
1-38	204-210	Sachen	_	_	
1-39	211-225	zusammenfassen	_	_	
1-40	226-230	wird	_	_	
1-41	231-232	.	_	_	

#Text=Was insbesondere die Bibliotheksanschaffungen anlangt , so kann es mir natürlich nicht in den Sinn kommen , Euch in die Hand zu geben , was und widrien jetzt angeschafft werden soll .
2-1	233-236	Was	_	_	
2-2	237-249	insbesondere	_	_	
2-3	250-253	die	_	_	
2-4	254-278	Bibliotheksanschaffungen	_	_	
2-5	279-286	anlangt	_	_	
2-6	287-288	,	_	_	
2-7	289-291	so	_	_	
2-8	292-296	kann	_	_	
2-9	297-299	es	_	_	
2-10	300-303	mir	_	_	
2-11	304-313	natürlich	_	_	
2-12	314-319	nicht	_	_	
2-13	320-322	in	_	_	
2-14	323-326	den	_	_	
2-15	327-331	Sinn	_	_	
2-16	332-338	kommen	_	_	
2-17	339-340	,	_	_	
2-18	341-345	Euch	_	_	
2-19	346-348	in	_	_	
2-20	349-352	die	_	_	
2-21	353-357	Hand	_	_	
2-22	358-360	zu	_	_	
2-23	361-366	geben	_	_	
2-24	367-368	,	_	_	
2-25	369-372	was	_	_	
2-26	373-376	und	_	_	
2-27	377-384	widrien	_	_	
2-28	385-390	jetzt	_	_	
2-29	391-402	angeschafft	_	_	
2-30	403-409	werden	_	_	
2-31	410-414	soll	_	_	
2-32	415-416	.	_	_	

#Text=Wohl aber will ich noch an zwei Puncte erinnern : 1 ) Texte sind zwar sehr wichtig , aber es muß auch für Geschichte und Antiquitäten einigermaßen gesorgt sein .
3-1	417-421	Wohl	_	_	
3-2	422-426	aber	_	_	
3-3	427-431	will	_	_	
3-4	432-435	ich	_	_	
3-5	436-440	noch	_	_	
3-6	441-443	an	_	_	
3-7	444-448	zwei	_	_	
3-8	449-455	Puncte	_	_	
3-9	456-464	erinnern	_	_	
3-10	465-466	:	_	_	
3-11	467-468	1	_	_	
3-12	469-470	)	_	_	
3-13	471-476	Texte	_	_	
3-14	477-481	sind	_	_	
3-15	482-486	zwar	_	_	
3-16	487-491	sehr	_	_	
3-17	492-499	wichtig	_	_	
3-18	500-501	,	_	_	
3-19	502-506	aber	_	_	
3-20	507-509	es	_	_	
3-21	510-513	muß	_	_	
3-22	514-518	auch	_	_	
3-23	519-522	für	_	_	
3-24	523-533	Geschichte	_	_	
3-25	534-537	und	_	_	
3-26	538-550	Antiquitäten	_	_	
3-27	551-563	einigermaßen	_	_	
3-28	564-571	gesorgt	_	_	
3-29	572-576	sein	_	_	
3-30	577-578	.	_	_	

#Text=Bücher wie Tillemont hist . dar .
4-1	579-585	Bücher	_	_	
4-2	586-589	wie	_	_	
4-3	590-599	Tillemont	_	_	
4-4	600-604	hist	_	_	
4-5	605-606	.	_	_	
4-6	607-610	dar	_	_	
4-7	611-612	.	_	_	

#Text=eng .
5-1	613-616	eng	_	_	
5-2	617-618	.	_	_	

#Text=und hist .
6-1	619-622	und	_	_	
6-2	623-627	hist	_	_	
6-3	628-629	.	_	_	

#Text=eccl. , Gotfofred cod .
7-1	630-635	eccl.	_	_	
7-2	636-637	,	_	_	
7-3	638-647	Gotfofred	_	_	
7-4	648-651	cod	_	_	
7-5	652-653	.	_	_	

#Text=Theod. , Rubinos Geschichte , die wichtigsten Monographien über röm .
8-1	654-660	Theod.	_	_	
8-2	661-662	,	_	_	
8-3	663-670	Rubinos	_	_	
