#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=534 Braun an Gerhard Rom , 19. Juli 1836 eine Stütze entzogen hat , auf die ich viel gehofft hatte .
1-1	0-3	534	_	_
1-2	4-9	Braun	*	PERauthor
1-3	10-12	an	_	_
1-4	13-20	Gerhard	*	PERaddressee
1-5	21-24	Rom	*	PLACEfrom
1-6	25-26	,	_	_
1-7	27-30	19.	*[9]	DATEletter[9]
1-8	31-35	Juli	*[9]	DATEletter[9]
1-9	36-40	1836	*[9]	DATEletter[9]
1-10	41-45	eine	_	_
1-11	46-52	Stütze	_	_
1-12	53-61	entzogen	_	_
1-13	62-65	hat	_	_
1-14	66-67	,	_	_
1-15	68-71	auf	_	_
1-16	72-75	die	_	_
1-17	76-79	ich	_	_
1-18	80-84	viel	_	_
1-19	85-92	gehofft	_	_
1-20	93-98	hatte	_	_
1-21	99-100	.	_	_

#Text=Denn Lepsius ist einsichtsvoll , willig und geschickt für die vorkommenden Arbeiten .
2-1	101-105	Denn	_	_
2-2	106-113	Lepsius	*	PERmentioned
2-3	114-117	ist	_	_
2-4	118-131	einsichtsvoll	_	_
2-5	132-133	,	_	_
2-6	134-140	willig	_	_
2-7	141-144	und	_	_
2-8	145-154	geschickt	_	_
2-9	155-158	für	_	_
2-10	159-162	die	_	_
2-11	163-175	vorkommenden	_	_
2-12	176-184	Arbeiten	_	_
2-13	185-186	.	_	_

#Text=Doch genug davon !
3-1	187-191	Doch	_	_
3-2	192-197	genug	_	_
3-3	198-203	davon	_	_
3-4	204-205	!	_	_

#Text=Gott wird helfen !
4-1	206-210	Gott	_	_
4-2	211-215	wird	_	_
4-3	216-222	helfen	_	_
4-4	223-224	!	_	_

#Text=Die Cholera macht in Oberitalien starke Niederlagen .
5-1	225-228	Die	_	_
5-2	229-236	Cholera	_	_
5-3	237-242	macht	_	_
5-4	243-245	in	_	_
5-5	246-257	Oberitalien	*	PLACEmentioned
5-6	258-264	starke	_	_
5-7	265-276	Niederlagen	_	_
5-8	277-278	.	_	_

#Text=Was der Herbst bringen wird mag Gott wissen .
6-1	279-282	Was	_	_
6-2	283-286	der	_	_
6-3	287-293	Herbst	_	_
6-4	294-301	bringen	_	_
6-5	302-306	wird	_	_
6-6	307-310	mag	_	_
6-7	311-315	Gott	_	_
6-8	316-322	wissen	_	_
6-9	323-324	.	_	_

#Text=Nach einem so heißen Sommer könnte sich aber allerlei Schädliches entladen .
7-1	325-329	Nach	_	_
7-2	330-335	einem	_	_
7-3	336-338	so	_	_
7-4	339-345	heißen	_	_
7-5	346-352	Sommer	_	_
7-6	353-359	könnte	_	_
