#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=549 Gerhard an Bunsen Berlin , 5. Juni 1835 ( e Londra ) due direttori delle redazioni e corrispondenze in Roma : senza dubbio riflettendo che innalzare l ’ attivitä dell'Instituto in Roma sia preferibile all'onore fin qui ricercato di renderla anche europea .
1-1	0-3	549	_	_
1-2	4-11	Gerhard	*	PERauthor
1-3	12-14	an	_	_
1-4	15-21	Bunsen	*	PERaddressee
1-5	22-28	Berlin	*	PLACEfrom
1-6	29-30	,	_	_
1-7	31-33	5.	*[4]	DATEletter[4]
1-8	34-38	Juni	*[4]	DATEletter[4]
1-9	39-43	1835	*[4]	DATEletter[4]
1-10	44-45	(	_	_
1-11	46-47	e	_	_
1-12	48-54	Londra	*	PLACEmentioned
1-13	55-56	)	_	_
1-14	57-60	due	_	_
1-15	61-70	direttori	_	_
1-16	71-76	delle	_	_
1-17	77-86	redazioni	_	_
1-18	87-88	e	_	_
1-19	89-103	corrispondenze	_	_
1-20	104-106	in	_	_
1-21	107-111	Roma	*	PLACEmentioned
1-22	112-113	:	_	_
1-23	114-119	senza	_	_
1-24	120-126	dubbio	_	_
1-25	127-138	riflettendo	_	_
1-26	139-142	che	_	_
1-27	143-152	innalzare	_	_
1-28	153-154	l	_	_
1-29	155-156	’	_	_
1-30	157-165	attivitä	_	_
1-31	166-180	dell'Instituto	_	_
1-32	181-183	in	_	_
1-33	184-188	Roma	*	PLACEmentioned
1-34	189-192	sia	_	_
1-35	193-204	preferibile	_	_
1-36	205-214	all'onore	_	_
1-37	215-218	fin	_	_
1-38	219-222	qui	_	_
1-39	223-232	ricercato	_	_
1-40	233-235	di	_	_
1-41	236-244	renderla	_	_
1-42	245-250	anche	_	_
1-43	251-258	europea	_	_
1-44	259-260	.	_	_

#Text=Io pertanto , che confesso di giudicare da lontano , vedo una perfetta impossibilitä nell'affidare una tal dierzione degli affari a due persone coordinate \; e invece sarei d'avviso di affidarla ad un personaggio solo ( come a ragion di esempio al mio prosegretario Sig .
2-1	261-263	Io	_	_
2-2	264-272	pertanto	_	_
2-3	273-274	,	_	_
2-4	275-278	che	_	_
2-5	279-287	confesso	_	_
2-6	288-290	di	_	_
2-7	291-300	giudicare	_	_
2-8	301-303	da	_	_
2-9	304-311	lontano	_	_
2-10	312-313	,	_	_
2-11	314-318	vedo	_	_
2-12	319-322	una	_	_
2-13	323-331	perfetta	_	_
2-14	332-345	impossibilitä	_	_
2-15	346-359	nell'affidare	_	_
2-16	360-363	una	_	_
2-17	364-367	tal	_	_
2-18	368-377	dierzione	_	_
2-19	378-383	degli	_	_
2-20	384-390	affari	_	_
2-21	391-392	a	_	_
2-22	393-396	due	_	_
2-23	397-404	persone	_	_
2-24	405-415	coordinate	_	_
