#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Hübner , Kind Hülsemann Humboldt , von Humboldt , W. von Ingherami Jaske Jankoffski Justizminister , der Kaiser von Rußland Kellermann Kestner König , der -8- 16.6.33 22.9.32 10.12.29 16.6.33 22.9.32 o.Dat .
1-1	0-6	Hübner	_	_
1-2	7-8	,	_	_
1-3	9-13	Kind	_	_
1-4	14-23	Hülsemann	_	_
1-5	24-32	Humboldt	_	_
1-6	33-34	,	_	_
1-7	35-38	von	_	_
1-8	39-47	Humboldt	_	_
1-9	48-49	,	_	_
1-10	50-52	W.	_	_
1-11	53-56	von	_	_
1-12	57-66	Ingherami	_	_
1-13	67-72	Jaske	_	_
1-14	73-83	Jankoffski	_	_
1-15	84-98	Justizminister	_	_
1-16	99-100	,	_	_
1-17	101-104	der	_	_
1-18	105-111	Kaiser	_	_
1-19	112-115	von	_	_
1-20	116-123	Rußland	_	_
1-21	124-134	Kellermann	_	_
1-22	135-142	Kestner	_	_
1-23	143-148	König	_	_
1-24	149-150	,	_	_
1-25	151-154	der	_	_
1-26	155-158	-8-	_	_
1-27	159-166	16.6.33	_	_
1-28	167-174	22.9.32	_	_
1-29	175-183	10.12.29	_	_
1-30	184-191	16.6.33	_	_
1-31	192-199	22.9.32	_	_
1-32	200-205	o.Dat	_	_
1-33	206-207	.	_	_

#Text=22.9.32 18.6.33 23.12.34 6.12.34 22.9.32 16.6.33 18.6.33 2.4.34 10.11.29 4.5.33 o.Dat .
2-1	208-215	22.9.32	_	_
2-2	216-223	18.6.33	_	_
2-3	224-232	23.12.34	_	_
2-4	233-240	6.12.34	_	_
2-5	241-248	22.9.32	_	_
2-6	249-256	16.6.33	_	_
2-7	257-264	18.6.33	_	_
2-8	265-271	2.4.34	_	_
2-9	272-280	10.11.29	_	_
2-10	281-287	4.5.33	_	_
2-11	288-293	o.Dat	_	_
2-12	294-295	.	_	_

#Text=22.9.32 Gerhard/Bunsen 18.11.34 28.3.35 7.4.34 3.6.34 30.12.34 27.1.35 16.65.33 6.12.34 16.6.33 2.4.34 2.4.35 10.2.35 17.2.35 28.53.35 21.9.35 10.4.4 28.3.3535 5.6.35 17.12.35
3-1	296-303	22.9.32	_	_
3-2	304-318	Gerhard/Bunsen	_	_
3-3	319-327	18.11.34	_	_
3-4	328-335	28.3.35	_	_
3-5	336-342	7.4.34	_	_
3-6	343-349	3.6.34	_	_
3-7	350-358	30.12.34	_	_
3-8	359-366	27.1.35	_	_
3-9	367-375	16.65.33	_	_
3-10	376-383	6.12.34	_	_
3-11	384-391	16.6.33	_	_
3-12	392-398	2.4.34	_	_
3-13	399-405	2.4.35	_	_
3-14	406-413	10.2.35	_	_
3-15	414-421	17.2.35	_	_
3-16	422-430	28.53.35	_	_
3-17	431-438	21.9.35	_	_
3-18	439-445	10.4.4	_	_
3-19	446-455	28.3.3535	_	_
3-20	456-462	5.6.35	_	_
3-21	463-471	17.12.35	_	_
