#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=195 Gerhard an Braun Berlin , 4. Juli 1836 derlegen scheinen , und setze in solchem fall voraus daß Lepsius wie er auch immer dato gestellt sein möge nur in einem Verhältniß thätig ist welches mit Ihrem jetzigen Verhältniß zusammengenommen dem , welches Sie früher allein ausfüllten , vollkommen entspricht .
1-1	0-3	195	_	_	
1-2	4-11	Gerhard	*	PERauthor	
1-3	12-14	an	_	_	
1-4	15-20	Braun	*	PERaddressee	
1-5	21-27	Berlin	*	PLACEfrom	
1-6	28-29	,	_	_	
1-7	30-32	4.	*[1]	DATEletter[1]	
1-8	33-37	Juli	*[1]	DATEletter[1]	
1-9	38-42	1836	*[1]	DATEletter[1]	
1-10	43-51	derlegen	_	_	
1-11	52-60	scheinen	_	_	
1-12	61-62	,	_	_	
1-13	63-66	und	_	_	
1-14	67-72	setze	_	_	
1-15	73-75	in	_	_	
1-16	76-83	solchem	_	_	
1-17	84-88	fall	_	_	
1-18	89-95	voraus	_	_	
1-19	96-99	daß	_	_	
1-20	100-107	Lepsius	*	PERmentioned	
1-21	108-111	wie	_	_	
1-22	112-114	er	_	_	
1-23	115-119	auch	_	_	
1-24	120-125	immer	_	_	
1-25	126-130	dato	_	_	
1-26	131-139	gestellt	_	_	
1-27	140-144	sein	_	_	
1-28	145-149	möge	_	_	
1-29	150-153	nur	_	_	
1-30	154-156	in	_	_	
1-31	157-162	einem	_	_	
1-32	163-173	Verhältniß	_	_	
1-33	174-180	thätig	_	_	
1-34	181-184	ist	_	_	
1-35	185-192	welches	_	_	
1-36	193-196	mit	_	_	
1-37	197-202	Ihrem	_	_	
1-38	203-211	jetzigen	_	_	
1-39	212-222	Verhältniß	_	_	
1-40	223-239	zusammengenommen	_	_	
1-41	240-243	dem	_	_	
1-42	244-245	,	_	_	
1-43	246-253	welches	_	_	
1-44	254-257	Sie	_	_	
1-45	258-264	früher	_	_	
1-46	265-271	allein	_	_	
1-47	272-282	ausfüllten	_	_	
1-48	283-284	,	_	_	
1-49	285-295	vollkommen	_	_	
1-50	296-306	entspricht	_	_	
1-51	307-308	.	_	_	

#Text=Sie ereifern sich darüber daß ich Sie frage , in wiefern Ihnen das Institut ökonomisch nützlich , vielleicht für den Augenblick unentbehrlich sei .
2-1	309-312	Sie	_	_	
2-2	313-321	ereifern	_	_	
2-3	322-326	sich	_	_	
2-4	327-334	darüber	_	_	
2-5	335-338	daß	_	_	
2-6	339-342	ich	_	_	
2-7	343-346	Sie	_	_	
2-8	347-352	frage	_	_	
2-9	353-354	,	_	_	
2-10	355-357	in	_	_	
2-11	358-365	wiefern	_	_	
2-12	366-371	Ihnen	_	_	
2-13	372-375	das	_	_	
2-14	376-384	Institut	*	ORGmentioned	
2-15	385-395	ökonomisch	_	_	
2-16	396-404	nützlich	_	_	
2-17	405-406	,	_	_	
2-18	407-417	vielleicht	_	_	
2-19	418-421	für	_	_	
2-20	422-425	den	_	_	
2-21	426-436	Augenblick	_	_	
2-22	437-450	unentbehrlich	_	_	
2-23	451-454	sei	_	_	
2-24	455-456	.	_	_	

#Text=Gioventü , gioventü !
3-1	457-465	Gioventü	_	_	
3-2	466-467	,	_	_	
3-3	468-476	gioventü	_	_	
3-4	477-478	!	_	_	

#Text=Wollen Sie denn allezeit schwarz auf weiß haben , daß Sie eine !
4-1	479-485	Wollen	_	_	
4-2	486-489	Sie	_	_	
4-3	490-494	denn	_	_	
4-4	495-503	allezeit	_	_	
