#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun Berlin , 16. Juli 1846 be für Alles , nachdem es ihm nicht genehm oder gelungen ist annehmliche Vorschläge zu machen .
1-1	0-7	Gerhard	*	PERauthor
1-2	8-10	an	_	_
1-3	11-16	Braun	*	PERaddressee
1-4	17-23	Berlin	*	PLACEfrom
1-5	24-25	,	_	_
1-6	26-29	16.	*[1]	DATEletter[1]
1-7	30-34	Juli	*[1]	DATEletter[1]
1-8	35-39	1846	*[1]	DATEletter[1]
1-9	40-42	be	_	_
1-10	43-46	für	_	_
1-11	47-52	Alles	_	_
1-12	53-54	,	_	_
1-13	55-62	nachdem	_	_
1-14	63-65	es	_	_
1-15	66-69	ihm	_	_
1-16	70-75	nicht	_	_
1-17	76-82	genehm	_	_
1-18	83-87	oder	_	_
1-19	88-96	gelungen	_	_
1-20	97-100	ist	_	_
1-21	101-112	annehmliche	_	_
1-22	113-123	Vorschläge	_	_
1-23	124-126	zu	_	_
1-24	127-133	machen	_	_
1-25	134-135	.	_	_

#Text=Die dritte Sendung Notice , inclusive der Zeichnungen von Lajard , ist noch immer nicht hier .
2-1	136-139	Die	_	_
2-2	140-146	dritte	_	_
2-3	147-154	Sendung	_	_
2-4	155-161	Notice	_	_
2-5	162-163	,	_	_
2-6	164-173	inclusive	_	_
2-7	174-177	der	_	_
2-8	178-189	Zeichnungen	_	_
2-9	190-193	von	_	_
2-10	194-200	Lajard	*	PERmentioned
2-11	201-202	,	_	_
2-12	203-206	ist	_	_
2-13	207-211	noch	_	_
2-14	212-217	immer	_	_
2-15	218-223	nicht	_	_
2-16	224-228	hier	_	_
2-17	229-230	.	_	_

#Text=Campanari klagt schwer über Ihre im Bullettino gedruckten Äußerungen die Verwahrlosung nolcentischer Ausgrabungen \; er vergißt daß ich oft genug auch früher aus ähnlichem Sinn heraus ans Publikum lamentirt habe .
3-1	231-240	Campanari	*	PERmentioned
3-2	241-246	klagt	_	_
3-3	247-253	schwer	_	_
3-4	254-258	über	_	_
3-5	259-263	Ihre	_	_
3-6	264-266	im	_	_
3-7	267-277	Bullettino	_	_
3-8	278-288	gedruckten	_	_
3-9	289-299	Äußerungen	_	_
3-10	300-303	die	_	_
3-11	304-317	Verwahrlosung	_	_
3-12	318-331	nolcentischer	*	MISC
3-13	332-344	Ausgrabungen	_	_
3-14	345-346	\;	_	_
