#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=123 Helbig an das Institut Paris , 24. März 1865 NB .
1-1	0-3	123	_	_
1-2	4-10	Helbig	*	PERauthor
1-3	11-13	an	_	_
1-4	14-17	das	_	_
1-5	18-26	Institut	*	ORGaddressee
1-6	27-32	Paris	*	PLACEfrom
1-7	33-34	,	_	_
1-8	35-38	24.	*[1]	DATEletter[1]
1-9	39-43	März	*[1]	DATEletter[1]
1-10	44-48	1865	*[1]	DATEletter[1]
1-11	49-51	NB	_	_
1-12	52-53	.	_	_

#Text=PBullettinofutter in Hülle und Fülle , worunter f rg I ” “ af .
2-1	54-71	PBullettinofutter	_	_
2-2	72-74	in	_	_
2-3	75-80	Hülle	_	_
2-4	81-84	und	_	_
2-5	85-90	Fülle	_	_
2-6	91-92	,	_	_
2-7	93-101	worunter	_	_
2-8	102-103	f	_	_
2-9	104-106	rg	_	_
2-10	107-108	I	_	_
2-11	109-110	”	_	_
2-12	111-112	“	_	_
2-13	113-115	af	_	_
2-14	116-117	.	_	_

#Text=Dieht / ein archaisches Relief mit der Liebe des Hephaistos und der Athene aus Großgriechenland .
3-1	118-123	Dieht	_	_
3-2	124-125	/	_	_
3-3	126-129	ein	_	_
3-4	130-141	archaisches	*[2]	OBJ[2]
3-5	142-148	Relief	*[2]	OBJ[2]
3-6	149-152	mit	_	_
3-7	153-156	der	_	_
3-8	157-162	Liebe	_	_
3-9	163-166	des	_	_
3-10	167-177	Hephaistos	*	PERmentioned
3-11	178-181	und	_	_
3-12	182-185	der	_	_
3-13	186-192	Athene	*	PERmentioned
3-14	193-196	aus	_	_
3-15	197-213	Großgriechenland	*	PLACEmentioned
3-16	214-215	.	_	_
