#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=336 Helbig an Henzen Zürich , 30. September 1870 entschieden auf die Schweizerreise hofft .
1-1	0-3	336	_	_	
1-2	4-10	Helbig	*	PERauthor	
1-3	11-13	an	_	_	
1-4	14-20	Henzen	*	PERaddressee	
1-5	21-27	Zürich	*	PLACEfrom	
1-6	28-29	,	_	_	
1-7	30-33	30.	*[1]	DATEletter[1]	
1-8	34-43	September	*[1]	DATEletter[1]	
1-9	44-48	1870	*[1]	DATEletter[1]	
1-10	49-60	entschieden	_	_	
1-11	61-64	auf	_	_	
1-12	65-68	die	_	_	
1-13	69-83	Schweizerreise	_	_	
1-14	84-89	hofft	_	_	
1-15	90-91	.	_	_	

#Text=Sie kam eben von Stuttgard und ich traf sie bei Wille .
2-1	92-95	Sie	_	_	
2-2	96-99	kam	_	_	
2-3	100-104	eben	_	_	
2-4	105-108	von	_	_	
2-5	109-118	Stuttgard	*	PERmentioned	
2-6	119-122	und	_	_	
2-7	123-126	ich	_	_	
2-8	127-131	traf	_	_	
2-9	132-135	sie	_	_	
2-10	136-139	bei	_	_	
2-11	140-145	Wille	*	PERmentioned	
2-12	146-147	.	_	_	

#Text=Benndorf bereitet eine saugrobe Recension der Vasenpublication von Heydemann vor .
3-1	148-156	Benndorf	*	PERmentioned	
3-2	157-165	bereitet	_	_	
3-3	166-170	eine	_	_	
3-4	171-179	saugrobe	_	_	
3-5	180-189	Recension	_	_	
3-6	190-193	der	_	_	
3-7	194-210	Vasenpublication	_	_	
3-8	211-214	von	_	_	
3-9	215-224	Heydemann	*	PERmentioned	
3-10	225-228	vor	_	_	
3-11	229-230	.	_	_	

#Text=Allerdings sind darin einige schlimme Mißgriffe begangen worden , u. a. die nicht einmal consequent durchgeführte Bezeichnung der weiblichen Fleischfarbe durch Schraffirung .
4-1	231-241	Allerdings	_	_	
4-2	242-246	sind	_	_	
4-3	247-252	darin	_	_	
4-4	253-259	einige	_	_	
4-5	260-268	schlimme	_	_	
4-6	269-278	Mißgriffe	_	_	
4-7	279-287	begangen	_	_	
4-8	288-294	worden	_	_	
4-9	295-296	,	_	_	
4-10	297-299	u.	_	_	
4-11	300-302	a.	_	_	
4-12	303-306	die	_	_	
4-13	307-312	nicht	_	_	
4-14	313-319	einmal	_	_	
4-15	320-330	consequent	_	_	
4-16	331-344	durchgeführte	_	_	
4-17	345-356	Bezeichnung	_	_	
4-18	357-360	der	_	_	
4-19	361-371	weiblichen	_	_	
4-20	372-384	Fleischfarbe	_	_	
4-21	385-390	durch	_	_	
4-22	391-403	Schraffirung	_	_	
4-23	404-405	.	_	_	

#Text=Wenn jedoch Benndorf die Balken bei Heydemann wahrnimmt , möchte er doch die Splitter bei sich selbst nicht übersehen .
5-1	406-410	Wenn	_	_	
5-2	411-417	jedoch	_	_	
5-3	418-426	Benndorf	*	PERmentioned	
5-4	427-430	die	_	_	
5-5	431-437	Balken	_	_	
5-6	438-441	bei	_	_	
5-7	442-451	Heydemann	*	PERmentioned	
5-8	452-461	wahrnimmt	_	_	
5-9	462-463	,	_	_	
5-10	464-470	möchte	_	_	
5-11	471-473	er	_	_	
