#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=\; En 8.4 .
1-1	0-1	\;	_	_
1-2	2-4	En	_	_
1-3	5-8	8.4	_	_
1-4	9-10	.	_	_

#Text=\\wriu Gerhard an Braun Berlin , 2. Dezember 1838 be vielleicht eine lange Liste , deren Entwurf mir mitgetheilt werden könnte .
2-1	11-16	\\wriu	_	_
2-2	17-24	Gerhard	_	_
2-3	25-27	an	_	_
2-4	28-33	Braun	_	_
2-5	34-40	Berlin	_	_
2-6	41-42	,	_	_
2-7	43-45	2.	_	_
2-8	46-54	Dezember	_	_
2-9	55-59	1838	_	_
2-10	60-62	be	_	_
2-11	63-73	vielleicht	_	_
2-12	74-78	eine	_	_
2-13	79-84	lange	_	_
2-14	85-90	Liste	_	_
2-15	91-92	,	_	_
2-16	93-98	deren	_	_
2-17	99-106	Entwurf	_	_
2-18	107-110	mir	_	_
2-19	111-122	mitgetheilt	_	_
2-20	123-129	werden	_	_
2-21	130-136	könnte	_	_
2-22	137-138	.	_	_

#Text=Die Assistenti ( Abeken incl . )
3-1	139-142	Die	_	_
3-2	143-153	Assistenti	_	_
3-3	154-155	(	_	_
3-4	156-162	Abeken	_	_
3-5	163-167	incl	_	_
3-6	168-169	.	_	_
3-7	170-171	)	_	_

#Text=fallen also weg .
4-1	172-178	fallen	_	_
4-2	179-183	also	_	_
4-3	184-187	weg	_	_
4-4	188-189	.	_	_

#Text=Endlich einmal faktische Andeutungen über die Institutsfinanzen .
5-1	190-197	Endlich	_	_
5-2	198-204	einmal	_	_
5-3	205-214	faktische	_	_
5-4	215-226	Andeutungen	_	_
5-5	227-231	über	_	_
5-6	232-235	die	_	_
5-7	236-253	Institutsfinanzen	_	_
5-8	254-255	.	_	_

#Text=Panofka wird sehr zufrieden sein , wenn auch die Rückstände von Manus wie die von Gerstäcker ihm zugeschlagen werden können und ich denke seine Schuld wird dadurch getilgt , zumal er bereit ist 1 Ex .
6-1	256-263	Panofka	_	_
6-2	264-268	wird	_	_
6-3	269-273	sehr	_	_
6-4	274-283	zufrieden	_	_
6-5	284-288	sein	_	_
6-6	289-290	,	_	_
6-7	291-295	wenn	_	_
6-8	296-300	auch	_	_
6-9	301-304	die	_	_
6-10	305-315	Rückstände	_	_
6-11	316-319	von	_	_
6-12	320-325	Manus	_	_
6-13	326-329	wie	_	_
6-14	330-333	die	_	_
6-15	334-337	von	_	_
6-16	338-348	Gerstäcker	_	_
6-17	349-352	ihm	_	_
6-18	353-365	zugeschlagen	_	_
6-19	366-372	werden	_	_
6-20	373-379	können	_	_
6-21	380-383	und	_	_
6-22	384-387	ich	_	_
6-23	388-393	denke	_	_
6-24	394-399	seine	_	_
6-25	400-406	Schuld	_	_
6-26	407-411	wird	_	_
6-27	412-419	dadurch	_	_
6-28	420-427	getilgt	_	_
6-29	428-429	,	_	_
6-30	430-435	zumal	_	_
6-31	436-438	er	_	_
6-32	439-445	bereit	_	_
6-33	446-449	ist	_	_
6-34	450-451	1	_	_
6-35	452-454	Ex	_	_
6-36	455-456	.	_	_

#Text=Cades Imp .
7-1	457-462	Cades	_	_
7-2	463-466	Imp	_	_
7-3	467-468	.	_	_

#Text=für den römischen Preis ( ich meine 4 Sc. ? )
8-1	469-472	für	_	_
8-2	473-476	den	_	_
8-3	477-486	römischen	_	_
8-4	487-492	Preis	_	_
8-5	493-494	(	_	_
8-6	495-498	ich	_	_
8-7	499-504	meine	_	_
8-8	505-506	4	_	_
8-9	507-510	Sc.	_	_
8-10	511-512	?	_	_
8-11	513-514	)	_	_

#Text=anzurechnen , welchen Betrag als dann das Institut an Cades zu zahlen hat .
9-1	515-526	anzurechnen	_	_
9-2	527-528	,	_	_
9-3	529-536	welchen	_	_
9-4	537-543	Betrag	_	_
9-5	544-547	als	_	_
9-6	548-552	dann	_	_
9-7	553-556	das	_	_
9-8	557-565	Institut	_	_
9-9	566-568	an	_	_
9-10	569-574	Cades	_	_
9-11	575-577	zu	_	_
9-12	578-584	zahlen	_	_
9-13	585-588	hat	_	_
9-14	589-590	.	_	_

