#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun ' '' er.in , 23 .
1-1	0-7	Gerhard	*	PERauthor	
1-2	8-10	an	_	_	
1-3	11-16	Braun	*	PERaddressee	
1-4	17-18	'	*[1]	PLACEfrom[1]	
1-5	19-21	''	*[1]	PLACEfrom[1]	
1-6	22-27	er.in	*[1]	PLACEfrom[1]	
1-7	28-29	,	_	_	
1-8	30-32	23	*[2]	DATEletter[2]	
1-9	33-34	.	*[2]	DATEletter[2]	

#Text=Jamuar .8 % 8 Schritte in dieser Sache bald geschehen , auch daß die Kommissare dabei möglichst wenig unlustig gemacht werden ; je mehr sie es sind , desto zäher sind sie natürlich mit Geld .
2-1	35-41	Jamuar	*[2]	DATEletter[2]	
2-2	42-44	.8	*[2]	DATEletter[2]	
2-3	45-46	%	*[2]	DATEletter[2]	
2-4	47-48	8	*[2]	DATEletter[2]	
2-5	49-57	Schritte	_	_	
2-6	58-60	in	_	_	
2-7	61-67	dieser	_	_	
2-8	68-73	Sache	_	_	
2-9	74-78	bald	_	_	
2-10	79-88	geschehen	_	_	
2-11	89-90	,	_	_	
2-12	91-95	auch	_	_	
2-13	96-99	daß	_	_	
2-14	100-103	die	_	_	
2-15	104-114	Kommissare	_	_	
2-16	115-120	dabei	_	_	
2-17	121-130	möglichst	_	_	
2-18	131-136	wenig	_	_	
2-19	137-145	unlustig	_	_	
2-20	146-153	gemacht	_	_	
2-21	154-160	werden	_	_	
2-22	161-162	;	_	_	
2-23	163-165	je	_	_	
2-24	166-170	mehr	_	_	
2-25	171-174	sie	_	_	
2-26	175-177	es	_	_	
2-27	178-182	sind	_	_	
2-28	183-184	,	_	_	
2-29	185-190	desto	_	_	
2-30	191-196	zäher	_	_	
2-31	197-201	sind	_	_	
2-32	202-205	sie	_	_	
2-33	206-215	natürlich	_	_	
2-34	216-219	mit	_	_	
2-35	220-224	Geld	_	_	
2-36	225-226	.	_	_	

#Text=Ich habe Ihnen geschrieben daß G. bitter klagt noch nicht seine Berechnungen wegen 1835 quittirt zurückerhalten zu haben ; ehe diese nicht erfolgt kann ich nicht rathen ihm : einen Mahnbrief zuzustellen .
3-1	227-230	Ich	_	_	
3-2	231-235	habe	_	_	
3-3	236-241	Ihnen	_	_	
3-4	242-253	geschrieben	_	_	
3-5	254-257	daß	_	_	
3-6	258-260	G.	_	_	
