#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun Bonn , 21. Juli 1838 - 5handlung zugleich beizubringen was er neues aufgestellt hat .
1-1	0-7	Gerhard	*	PERauthor
1-2	8-10	an	_	_
1-3	11-16	Braun	*	PERaddressee
1-4	17-21	Bonn	*	PLACEfrom
1-5	22-23	,	_	_
1-6	24-27	21.	*[4]	DATEletter[4]
1-7	28-32	Juli	*[4]	DATEletter[4]
1-8	33-37	1838	*[4]	DATEletter[4]
1-9	38-39	-	_	_
1-10	40-49	5handlung	_	_
1-11	50-58	zugleich	_	_
1-12	59-71	beizubringen	_	_
1-13	72-75	was	_	_
1-14	76-78	er	_	_
1-15	79-84	neues	_	_
1-16	85-96	aufgestellt	_	_
1-17	97-100	hat	_	_
1-18	101-102	.	_	_

#Text=- Wegen der kKyknosvase wünschte ich doch bald einen Entschluß gefaßt zu haben , damit das Gefäß in den Transport der rückständigen Schalen vor der schlimnsten Jahreszeit mit inbegriffen werden könnte .
2-1	103-104	-	_	_
2-2	105-110	Wegen	_	_
2-3	111-114	der	_	_
2-4	115-126	kKyknosvase	*	OBJ
2-5	127-135	wünschte	_	_
2-6	136-139	ich	_	_
2-7	140-144	doch	_	_
2-8	145-149	bald	_	_
2-9	150-155	einen	_	_
2-10	156-165	Entschluß	_	_
2-11	166-172	gefaßt	_	_
2-12	173-175	zu	_	_
2-13	176-181	haben	_	_
2-14	182-183	,	_	_
2-15	184-189	damit	_	_
2-16	190-193	das	_	_
2-17	194-199	Gefäß	_	_
2-18	200-202	in	_	_
2-19	203-206	den	_	_
2-20	207-216	Transport	_	_
2-21	217-220	der	_	_
2-22	221-234	rückständigen	_	_
2-23	235-242	Schalen	_	_
2-24	243-246	vor	_	_
2-25	247-250	der	_	_
2-26	251-262	schlimnsten	_	_
2-27	263-273	Jahreszeit	_	_
2-28	274-277	mit	_	_
2-29	278-289	inbegriffen	_	_
2-30	290-296	werden	_	_
2-31	297-303	könnte	_	_
2-32	304-305	.	_	_

#Text=- Von der Elite c & anographique sollen nun 6 Hefte heraus sein deren Inhalt den schnöden Charakter dieser Büchermacherei mehr als sich denken läßt darlegt .
3-1	306-307	-	_	_
3-2	308-311	Von	_	_
3-3	312-315	der	_	_
3-4	316-321	Elite	_	_
3-5	322-323	c	_	_
3-6	324-325	&	_	_
3-7	326-338	anographique	_	_
