#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Bunsen an Gerhard Donnerbühl , 29 .
1-1	0-6	Bunsen	*	PERauthor
1-2	7-9	an	_	_
1-3	10-17	Gerhard	*	PERaddressee
1-4	18-28	Donnerbühl	*	PLACEfrom
1-5	29-30	,	_	_
1-6	31-33	29	*[4]	DATEletter[4]
1-7	34-35	.	*[4]	DATEletter[4]

#Text=Oktober 1840 Donnerbühl 29 .
2-1	36-43	Oktober	*[4]	DATEletter[4]
2-2	44-48	1840	*[4]	DATEletter[4]
2-3	49-59	Donnerbühl	*	PLACEfrom
2-4	60-62	29	*[6]	DATEletter[6]
2-5	63-64	.	*[6]	DATEletter[6]

#Text=Oct 1840 Ich eile theuerster Freund , Ihnen umgehend zu antworten .
3-1	65-68	Oct	*[6]	DATEletter[6]
3-2	69-73	1840	*[6]	DATEletter[6]
3-3	74-77	Ich	_	_
3-4	78-82	eile	_	_
3-5	83-93	theuerster	_	_
3-6	94-100	Freund	_	_
3-7	101-102	,	_	_
3-8	103-108	Ihnen	_	_
3-9	109-117	umgehend	_	_
3-10	118-120	zu	_	_
3-11	121-130	antworten	_	_
3-12	131-132	.	_	_

#Text=Das Stundschienbus geht heut mit einem Brief an Panofka ab .
4-1	133-136	Das	_	_
4-2	137-151	Stundschienbus	_	_
4-3	152-156	geht	_	_
4-4	157-161	heut	_	_
4-5	162-165	mit	_	_
4-6	166-171	einem	_	_
4-7	172-177	Brief	_	_
4-8	178-180	an	_	_
4-9	181-188	Panofka	*	PERmentioned
4-10	189-191	ab	_	_
4-11	192-193	.	_	_

#Text=Ich bin natürlich mit allem einverstanden , und danke Ihnen dafür herzlich .
5-1	194-197	Ich	_	_
5-2	198-201	bin	_	_
5-3	202-211	natürlich	_	_
5-4	212-215	mit	_	_
5-5	216-221	allem	_	_
5-6	222-235	einverstanden	_	_
5-7	236-237	,	_	_
5-8	238-241	und	_	_
5-9	242-247	danke	_	_
5-10	248-253	Ihnen	_	_
5-11	254-259	dafür	_	_
5-12	260-268	herzlich	_	_
5-13	269-270	.	_	_

#Text=So bin ich es mit allem was Sie schreiben - Ihre Rifreise im Winter ausgenommen .
6-1	271-273	So	_	_
6-2	274-277	bin	_	_
6-3	278-281	ich	_	_
6-4	282-284	es	_	_
6-5	285-288	mit	_	_
6-6	289-294	allem	_	_
6-7	295-298	was	_	_
6-8	299-302	Sie	_	_
6-9	303-312	schreiben	_	_
6-10	313-314	-	_	_
6-11	315-319	Ihre	_	_
6-12	320-328	Rifreise	_	_
6-13	329-331	im	_	_
6-14	332-338	Winter	_	_
6-15	339-350	ausgenommen	_	_
6-16	351-352	.	_	_

#Text=Ich hoffe zu Gott , daß dies nur eine vorübergehende Anwandlung von der alten Unruhe war .
7-1	353-356	Ich	_	_
7-2	357-362	hoffe	_	_
7-3	363-365	zu	_	_
7-4	366-370	Gott	_	_
7-5	371-372	,	_	_
7-6	373-376	daß	_	_
7-7	377-381	dies	_	_
7-8	382-385	nur	_	_
7-9	386-390	eine	_	_
7-10	391-405	vorübergehende	_	_
7-11	406-416	Anwandlung	_	_
7-12	417-420	von	_	_
7-13	421-424	der	_	_
7-14	425-430	alten	_	_
7-15	431-437	Unruhe	_	_
7-16	438-441	war	_	_
7-17	442-443	.	_	_

#Text=Bedenken Sie doch , daß Sie nicht mehr 20 jährig , und direct berufen sind , wie weiland die Kaiserin Heinrichs IV .
8-1	444-452	Bedenken	_	_
8-2	453-456	Sie	_	_
8-3	457-461	doch	_	_
8-4	462-463	,	_	_
8-5	464-467	daß	_	_
8-6	468-471	Sie	_	_
8-7	472-477	nicht	_	_
8-8	478-482	mehr	_	_
8-9	483-485	20	_	_
8-10	486-492	jährig	_	_
8-11	493-494	,	_	_
8-12	495-498	und	_	_
8-13	499-505	direct	_	_
8-14	506-513	berufen	_	_
8-15	514-518	sind	_	_
8-16	519-520	,	_	_
8-17	521-524	wie	_	_
8-18	525-532	weiland	_	_
8-19	533-536	die	_	_
8-20	537-545	Kaiserin	*[8]	PERmentioned[8]
8-21	546-555	Heinrichs	*[8]	PERmentioned[8]
8-22	556-558	IV	*[8]	PERmentioned[8]
8-23	559-560	.	*[8]	PERmentioned[8]

#Text=im Winter über die Alpen zu gehen ?
9-1	561-563	im	_	_
9-2	564-570	Winter	_	_
9-3	571-575	über	_	_
9-4	576-579	die	_	_
9-5	580-585	Alpen	*	PLACEmentioned
9-6	586-588	zu	_	_
9-7	589-594	gehen	_	_
9-8	595-596	?	_	_

#Text=Wäre Ihre Gegenwart in Berlin nothwendig , um Ihnen irgend einen bedeutenden Vortheil zu sichern , so würde ich kaum anders rathen : allein was kann es Ihnen helfen , Neujahr statt Ostern ( frühestens ) dort zu sein ?
10-1	597-601	Wäre	_	_
10-2	602-606	Ihre	_	_
10-3	607-616	Gegenwart	_	_
10-4	617-619	in	_	_
10-5	620-626	Berlin	*	PLACEmentioned
10-6	627-637	nothwendig	_	_
10-7	638-639	,	_	_
10-8	640-642	um	_	_
10-9	643-648	Ihnen	_	_
10-10	649-655	irgend	_	_
10-11	656-661	einen	_	_
10-12	662-673	bedeutenden	_	_
10-13	674-682	Vortheil	_	_
10-14	683-685	zu	_	_
10-15	686-693	sichern	_	_
10-16	694-695	,	_	_
10-17	696-698	so	_	_
