#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=m ; 195 Gerhard an Braun Berlin , 15 .
1-1	0-1	m	_	_	
1-2	2-3	;	_	_	
1-3	4-7	195	_	_	
1-4	8-15	Gerhard	*	PERauthor	
1-5	16-18	an	_	_	
1-6	19-24	Braun	*	PERaddressee	
1-7	25-31	Berlin	*	PLACEfrom	
1-8	32-33	,	_	_	
1-9	34-36	15	*[1]	DATEletter[1]	
1-10	37-38	.	*[1]	DATEletter[1]	

#Text=Oktober 1835 ren von Ihnen höre über die Publikation des Monum , Heftes ! !
2-1	39-46	Oktober	*[1]	DATEletter[1]	
2-2	47-51	1835	*[1]	DATEletter[1]	
2-3	52-55	ren	_	_	
2-4	56-59	von	_	_	
2-5	60-65	Ihnen	_	_	
2-6	66-70	höre	_	_	
2-7	71-75	über	_	_	
2-8	76-79	die	_	_	
2-9	80-91	Publikation	_	_	
2-10	92-95	des	_	_	
2-11	96-101	Monum	_	_	
2-12	102-103	,	_	_	
2-13	104-110	Heftes	_	_	
2-14	111-112	!	_	_	
2-15	113-114	!	_	_	

#Text=-— In den Zeichnungsausgaben für mich fahren Sie ja fort ; fehlt es an Geld , so sende ich neuen Privatfonds , die dann aber Privatfonds und ohne alle Notiz fürs Institut bleiben müßten .
3-1	115-117	-—	_	_	
3-2	118-120	In	_	_	
3-3	121-124	den	_	_	
3-4	125-143	Zeichnungsausgaben	_	_	
3-5	144-147	für	_	_	
3-6	148-152	mich	_	_	
3-7	153-159	fahren	_	_	
3-8	160-163	Sie	_	_	
3-9	164-166	ja	_	_	
3-10	167-171	fort	_	_	
3-11	172-173	;	_	_	
3-12	174-179	fehlt	_	_	
3-13	180-182	es	_	_	
3-14	183-185	an	_	_	
3-15	186-190	Geld	_	_	
3-16	191-192	,	_	_	
3-17	193-195	so	_	_	
3-18	196-201	sende	_	_	
3-19	202-205	ich	_	_	
3-20	206-211	neuen	_	_	
3-21	212-223	Privatfonds	_	_	
3-22	224-225	,	_	_	
3-23	226-229	die	_	_	
3-24	230-234	dann	_	_	
3-25	235-239	aber	_	_	
3-26	240-251	Privatfonds	_	_	
3-27	252-255	und	_	_	
3-28	256-260	ohne	_	_	
3-29	261-265	alle	_	_	
3-30	266-271	Notiz	_	_	
3-31	272-276	fürs	_	_	
3-32	277-285	Institut	*	ORGmentioned	
3-33	286-293	bleiben	_	_	
3-34	294-300	müßten	_	_	
3-35	301-302	.	_	_	

#Text=Gerhard Am Rande der ersten Seite : yet BR Panofka hat erst ser Ihren Brief hier vorgefunden und dankt bestens .
4-1	303-310	Gerhard	*	PERauthor	
4-2	311-313	Am	_	_	
4-3	314-319	Rande	_	_	
4-4	320-323	der	_	_	
4-5	324-330	ersten	_	_	
4-6	331-336	Seite	_	_	
4-7	337-338	:	_	_	
4-8	339-342	yet	_	_	
4-9	343-345	BR	_	_	
4-10	346-353	Panofka	*	PERmentioned	
4-11	354-357	hat	_	_	
4-12	358-362	erst	_	_	
4-13	363-366	ser	_	_	
4-14	367-372	Ihren	_	_	
4-15	373-378	Brief	_	_	
4-16	379-383	hier	_	_	
4-17	384-395	vorgefunden	_	_	
4-18	396-399	und	_	_	
4-19	400-405	dankt	_	_	
4-20	406-413	bestens	_	_	
4-21	414-415	.	_	_	

#Text=Kein Bull .
5-1	416-420	Kein	_	_	
5-2	421-425	Bull	_	_	
5-3	426-427	.	_	_	

#Text=seitdem ! ! !
6-1	428-435	seitdem	_	_	
6-2	436-437	!	_	_	
6-3	438-439	!	_	_	
6-4	440-441	!	_	_	

#Text=Mit der Ref .
7-1	442-445	Mit	_	_	
7-2	446-449	der	_	_	
7-3	450-453	Ref	_	_	
7-4	454-455	.	_	_	

#Text=des Cakmet Pont - s ist er zufrieden ; Grüßen Sie Meyor auch meinerseits .
8-1	456-459	des	_	_	
8-2	460-466	Cakmet	_	_	
8-3	467-471	Pont	_	_	
8-4	472-473	-	_	_	
8-5	474-475	s	_	_	
8-6	476-479	ist	_	_	
