#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun Berlin 7/V/1835 hin nicht , sondern behalten Sie die gute Sache im Auge , so lange es geht .
1-1	0-7	Gerhard	*	PERauthor	
1-2	8-10	an	_	_	
1-3	11-16	Braun	*	PERaddressee	
1-4	17-23	Berlin	*	PLACEfrom	
1-5	24-32	7/V/1835	*	DATEletter	
1-6	33-36	hin	_	_	
1-7	37-42	nicht	_	_	
1-8	43-44	,	_	_	
1-9	45-52	sondern	_	_	
1-10	53-61	behalten	_	_	
1-11	62-65	Sie	_	_	
1-12	66-69	die	_	_	
1-13	70-74	gute	_	_	
1-14	75-80	Sache	_	_	
1-15	81-83	im	_	_	
1-16	84-88	Auge	_	_	
1-17	89-90	,	_	_	
1-18	91-93	so	_	_	
1-19	94-99	lange	_	_	
1-20	100-102	es	_	_	
1-21	103-107	geht	_	_	
1-22	108-109	.	_	_	

#Text=Der Druck der Annali hat angefangen ; ich wünschte es liefe zu rechter Zeit noch ein kleiner Artikel von Ihnen ein .
2-1	110-113	Der	_	_	
2-2	114-119	Druck	_	_	
2-3	120-123	der	_	_	
2-4	124-130	Annali	_	_	
2-5	131-134	hat	_	_	
2-6	135-145	angefangen	_	_	
2-7	146-147	;	_	_	
2-8	148-151	ich	_	_	
2-9	152-160	wünschte	_	_	
2-10	161-163	es	_	_	
2-11	164-169	liefe	_	_	
2-12	170-172	zu	_	_	
2-13	173-180	rechter	_	_	
2-14	181-185	Zeit	_	_	
2-15	186-190	noch	_	_	
2-16	191-194	ein	_	_	
2-17	195-202	kleiner	_	_	
2-18	203-210	Artikel	_	_	
2-19	211-214	von	_	_	
2-20	215-220	Ihnen	_	_	
2-21	221-224	ein	_	_	
2-22	225-226	.	_	_	

#Text=Warum in aller Welt haben Sie die Kyknosvase nicht im Institut erläutert , vor Ihr Aufsatz herumkan ?
3-1	227-232	Warum	_	_	
3-2	233-235	in	_	_	
3-3	236-241	aller	_	_	
3-4	242-246	Welt	_	_	
3-5	247-252	haben	_	_	
3-6	253-256	Sie	_	_	
3-7	257-260	die	_	_	
3-8	261-271	Kyknosvase	*	OBJ	
3-9	272-277	nicht	_	_	
3-10	278-280	im	_	_	
3-11	281-289	Institut	*	ORGmentioned	
3-12	290-299	erläutert	_	_	
3-13	300-301	,	_	_	
3-14	302-305	vor	_	_	
3-15	306-309	Ihr	_	_	
