#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun Berlin 23/IV/1835 rückließ ; haben Sie darüber keine besondere Notiz , so ist anzunehmen - gar nichts .
1-1	0-7	Gerhard	*	PERauthor	
1-2	8-10	an	_	_	
1-3	11-16	Braun	*	PERaddressee	
1-4	17-23	Berlin	*	PLACEfrom	
1-5	24-34	23/IV/1835	*	DATEletter	
1-6	35-43	rückließ	_	_	
1-7	44-45	;	_	_	
1-8	46-51	haben	_	_	
1-9	52-55	Sie	_	_	
1-10	56-63	darüber	_	_	
1-11	64-69	keine	_	_	
1-12	70-79	besondere	_	_	
1-13	80-85	Notiz	_	_	
1-14	86-87	,	_	_	
1-15	88-90	so	_	_	
1-16	91-94	ist	_	_	
1-17	95-105	anzunehmen	_	_	
1-18	106-107	-	_	_	
1-19	108-111	gar	_	_	
1-20	112-118	nichts	_	_	
1-21	119-120	.	_	_	

#Text=Sehen Sie noch einmal genau nach , damit ich wenigstens auf dieses letzte Ultimatum im äußersten Falle bauen könne .
2-1	121-126	Sehen	_	_	
2-2	127-130	Sie	_	_	
2-3	131-135	noch	_	_	
2-4	136-142	einmal	_	_	
2-5	143-148	genau	_	_	
2-6	149-153	nach	_	_	
2-7	154-155	,	_	_	
2-8	156-161	damit	_	_	
2-9	162-165	ich	_	_	
2-10	166-176	wenigstens	_	_	
2-11	177-180	auf	_	_	
2-12	181-187	dieses	_	_	
2-13	188-194	letzte	_	_	
2-14	195-204	Ultimatum	_	_	
2-15	205-207	im	_	_	
2-16	208-217	äußersten	_	_	
2-17	218-223	Falle	_	_	
2-18	224-229	bauen	_	_	
2-19	230-235	könne	_	_	
2-20	236-237	.	_	_	

#Text=- Ich lege noch die Liste der Grüße vom vorgestrigen Feste bei , für welches außer Hilt Böckh `` Lenzöw Panofka auch Tölken thätig war der sich da man ihn nicht aufgefordert hatte dazu meldete .
3-1	238-239	-	_	_	
3-2	240-243	Ich	_	_	
3-3	244-248	lege	_	_	
3-4	249-253	noch	_	_	
3-5	254-257	die	_	_	
3-6	258-263	Liste	_	_	
3-7	264-267	der	_	_	
3-8	268-273	Grüße	_	_	
3-9	274-277	vom	_	_	
3-10	278-290	vorgestrigen	_	_	
3-11	291-296	Feste	_	_	
3-12	297-300	bei	_	_	
3-13	301-302	,	_	_	
3-14	303-306	für	_	_	
3-15	307-314	welches	_	_	
3-16	315-320	außer	_	_	
3-17	321-325	Hilt	_	_	
3-18	326-331	Böckh	*	PERmentioned	
3-19	332-334	``	_	_	
3-20	335-341	Lenzöw	*	PERmentioned	
3-21	342-349	Panofka	*	PERmentioned	
3-22	350-354	auch	_	_	
3-23	355-361	Tölken	*	PERmentioned	
3-24	362-368	thätig	_	_	
3-25	369-372	war	_	_	
3-26	373-376	der	_	_	
3-27	377-381	sich	_	_	
3-28	382-384	da	_	_	
3-29	385-388	man	_	_	
3-30	389-392	ihn	_	_	
3-31	393-398	nicht	_	_	
3-32	399-411	aufgefordert	_	_	
3-33	412-417	hatte	_	_	
3-34	418-422	dazu	_	_	
3-35	423-430	meldete	_	_	
3-36	431-432	.	_	_	

#Text=Die Vorlesungen liefen anständig ab , obwohl Lenzow viel langweile hatte ; nachher gab es der SEEN etwas viel , und der Berlinerei gar zu viel , alles dennoch mit Ehren .
4-1	433-436	Die	_	_	
4-2	437-448	Vorlesungen	_	_	
4-3	449-455	liefen	_	_	
4-4	456-465	anständig	_	_	
4-5	466-468	ab	_	_	
4-6	469-470	,	_	_	
4-7	471-477	obwohl	_	_	
4-8	478-484	Lenzow	*	PERmentioned	
4-9	485-489	viel	_	_	
4-10	490-499	langweile	_	_	
4-11	500-505	hatte	_	_	
4-12	506-507	;	_	_	
4-13	508-515	nachher	_	_	
4-14	516-519	gab	_	_	
4-15	520-522	es	_	_	
4-16	523-526	der	_	_	
4-17	527-531	SEEN	_	_	
4-18	532-537	etwas	_	_	
4-19	538-542	viel	_	_	
4-20	543-544	,	_	_	
4-21	545-548	und	_	_	
4-22	549-552	der	_	_	
4-23	553-563	Berlinerei	*	PLACEmentioned	
4-24	564-567	gar	_	_	
4-25	568-570	zu	_	_	
4-26	571-575	viel	_	_	
4-27	576-577	,	_	_	
4-28	578-583	alles	_	_	
4-29	584-591	dennoch	_	_	
4-30	592-595	mit	_	_	
4-31	596-601	Ehren	_	_	
4-32	602-603	.	_	_	

#Text=Ich aber sage Ihnen daß die hiesige Seckatur so übel nicht kreises immer unerträglicher zu finden beginne .
5-1	604-607	Ich	_	_	
5-2	608-612	aber	_	_	
5-3	613-617	sage	_	_	
5-4	618-623	Ihnen	_	_	
5-5	624-627	daß	_	_	
5-6	628-631	die	_	_	
5-7	632-639	hiesige	_	_	
5-8	640-648	Seckatur	_	_	
5-9	649-651	so	_	_	
5-10	652-656	übel	_	_	
5-11	657-662	nicht	_	_	
5-12	663-670	kreises	_	_	
5-13	671-676	immer	_	_	
5-14	677-691	unerträglicher	_	_	
5-15	692-694	zu	_	_	
5-16	695-701	finden	_	_	
5-17	702-709	beginne	_	_	
5-18	710-711	.	_	_	

#Text=Ihr Gerhard & Ka L A , pfrt ”
6-1	712-715	Ihr	_	_	
6-2	716-723	Gerhard	*	PERauthor	
6-3	724-725	&	_	_	
6-4	726-728	Ka	_	_	
6-5	729-730	L	_	_	
6-6	731-732	A	_	_	
6-7	733-734	,	_	_	
6-8	735-739	pfrt	_	_	
6-9	740-741	”	_	_	
