#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Braun Berlin 22/XILI/1835 Dr. Braun Berlin 22 Dec .
1-1	0-7	Gerhard	*	PERauthor	
1-2	8-10	an	_	_	
1-3	11-16	Braun	*	PERaddressee	
1-4	17-23	Berlin	*	PLACEfrom	
1-5	24-36	22/XILI/1835	*	DATEletter	
1-6	37-40	Dr.	_	_	
1-7	41-46	Braun	*	PERaddressee	
1-8	47-53	Berlin	*	PLACEfrom	
1-9	54-56	22	*[1]	DATEletter[1]	
1-10	57-60	Dec	*[1]	DATEletter[1]	
1-11	61-62	.	*[1]	DATEletter[1]	

#Text=35 .
2-1	63-65	35	*[1]	DATEletter[1]	
2-2	66-67	.	_	_	

#Text=Unbeguemes 1 .
3-1	68-78	Unbeguemes	_	_	
3-2	79-80	1	_	_	
3-3	81-82	.	_	_	

#Text=Fr. wieder zumindest wibder abzuschütteln gibt mir heute Gerstäcker Einlaß , dem Sie in Institutssachen rasch , in seinen eignen spät und unvollständig geschrieben haben .
4-1	83-86	Fr.	_	_	
4-2	87-93	wieder	_	_	
4-3	94-103	zumindest	_	_	
4-4	104-110	wibder	_	_	
4-5	111-124	abzuschütteln	_	_	
4-6	125-129	gibt	_	_	
4-7	130-133	mir	_	_	
4-8	134-139	heute	_	_	
4-9	140-150	Gerstäcker	*	PERmentioned	
4-10	151-157	Einlaß	_	_	
4-11	158-159	,	_	_	
4-12	160-163	dem	_	_	
4-13	164-167	Sie	_	_	
4-14	168-170	in	_	_	
4-15	171-186	Institutssachen	_	_	
4-16	187-192	rasch	_	_	
4-17	193-194	,	_	_	
4-18	195-197	in	_	_	
4-19	198-204	seinen	_	_	
4-20	205-211	eignen	_	_	
4-21	212-216	spät	_	_	
4-22	217-220	und	_	_	
4-23	221-234	unvollständig	_	_	
4-24	235-246	geschrieben	_	_	
4-25	247-252	haben	_	_	
4-26	253-254	.	_	_	

#Text=Jan betreffend , so bittet er die Spesenvertheilung von Faketen die er besorgen soll künftig in Rom zu machen ; den Preis findet er wieder um ein Drittheil höher als es nöthig wäre in Folge seiner o ’ früheren Nachweisungen .
5-1	255-258	Jan	*	PERmentioned	
5-2	259-269	betreffend	_	_	
5-3	270-271	,	_	_	
5-4	272-274	so	_	_	
5-5	275-281	bittet	_	_	
5-6	282-284	er	_	_	
5-7	285-288	die	_	_	
