#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=Gerhard an Henzen Berlin 14/III/1848 A , di Dir .
1-1	0-7	Gerhard	*	PERauthor	
1-2	8-10	an	_	_	
1-3	11-17	Henzen	*	PERaddressee	
1-4	18-24	Berlin	*	PLACEfrom	
1-5	25-36	14/III/1848	*	DATEletter	
1-6	37-38	A	_	_	
1-7	39-40	,	_	_	
1-8	41-43	di	_	_	
1-9	44-47	Dir	_	_	
1-10	48-49	.	_	_	

#Text=8 .
2-1	50-51	8	_	_	
2-2	52-53	.	_	_	

#Text=24/III 48 r . 20/IV 48 D. Henzen Berlin 14 März 48 Die # “ kademie lieber Freund hat nun gestern die künftige Bearbeitung des Corpus I .
3-1	54-60	24/III	*[1]	DATErecieved[1]	
3-2	61-63	48	*[1]	DATErecieved[1]	
3-3	64-65	r	_	_	
3-4	66-67	.	_	_	
3-5	68-73	20/IV	*[2]	DATEanswered[2]	
3-6	74-76	48	*[2]	DATEanswered[2]	
3-7	77-79	D.	_	_	
3-8	80-86	Henzen	*	PERaddressee	
3-9	87-93	Berlin	*	PLACEfrom	
3-10	94-96	14	*[3]	DATEletter[3]	
3-11	97-101	März	*[3]	DATEletter[3]	
3-12	102-104	48	*[3]	DATEletter[3]	
3-13	105-108	Die	_	_	
3-14	109-110	#	_	_	
3-15	111-112	“	_	_	
3-16	113-120	kademie	*	ORGmentioned	
3-17	121-127	lieber	_	_	
3-18	128-134	Freund	_	_	
3-19	135-138	hat	_	_	
3-20	139-142	nun	_	_	
3-21	143-150	gestern	_	_	
3-22	151-154	die	_	_	
3-23	155-163	künftige	_	_	
3-24	164-175	Bearbeitung	_	_	
3-25	176-179	des	_	_	
3-26	180-186	Corpus	_	_	
3-27	187-188	I	_	_	
3-28	189-190	.	_	_	

#Text=L. getheilt und ist dabei auf Mommsen 's Vorschlag eingegangen die Staatsinschriften , nicht ohne Aussicht auf Borghesi 's und Ihre Mitwirkung die man auch direkt in Anspruch zu nehmen sich vorbehält , zunächst unverfügt zu lassen .
4-1	191-193	L.	_	_	
4-2	194-202	getheilt	_	_	
4-3	203-206	und	_	_	
4-4	207-210	ist	_	_	
4-5	211-216	dabei	_	_	
4-6	217-220	auf	_	_	
4-7	221-228	Mommsen	*[4]	PERmentioned[4]	
4-8	229-231	's	*[4]	PERmentioned[4]	
4-9	232-241	Vorschlag	_	_	
