#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=404 Braun an Gerhard Rom , 14. Juni 1838 habe aber den Mann , bei dem Ritschl so wohlfeil gekauft , nicht ausfindig machen können .
1-1	0-3	404	_	_
1-2	4-9	Braun	*	PERauthor
1-3	10-12	an	_	_
1-4	13-20	Gerhard	*	PERaddressee
1-5	21-24	Rom	*	PLACEfrom
1-6	25-26	,	_	_
1-7	27-30	14.	*[4]	DATEletter[4]
1-8	31-35	Juni	*[4]	DATEletter[4]
1-9	36-40	1838	*[4]	DATEletter[4]
1-10	41-45	habe	_	_
1-11	46-50	aber	_	_
1-12	51-54	den	_	_
1-13	55-59	Mann	_	_
1-14	60-61	,	_	_
1-15	62-65	bei	_	_
1-16	66-69	dem	_	_
1-17	70-77	Ritschl	*	PERmentioned
1-18	78-80	so	_	_
1-19	81-89	wohlfeil	_	_
1-20	90-97	gekauft	_	_
1-21	98-99	,	_	_
1-22	100-105	nicht	_	_
1-23	106-115	ausfindig	_	_
1-24	116-122	machen	_	_
1-25	123-129	können	_	_
1-26	130-131	.	_	_

#Text=Ich werde mich darum bemühen .
2-1	132-135	Ich	_	_
2-2	136-141	werde	_	_
2-3	142-146	mich	_	_
2-4	147-152	darum	_	_
2-5	153-160	bemühen	_	_
2-6	161-162	.	_	_

#Text=Mendelson will ein Paquet mit Exemplaren von Ihrer Notiz ( 25 - 30 i ) mit sich nehmen ..
3-1	163-172	Mendelson	*	PERmentioned
3-2	173-177	will	_	_
3-3	178-181	ein	_	_
3-4	182-188	Paquet	_	_
3-5	189-192	mit	_	_
3-6	193-203	Exemplaren	_	_
3-7	204-207	von	_	_
3-8	208-213	Ihrer	_	_
3-9	214-219	Notiz	_	_
3-10	220-221	(	_	_
3-11	222-224	25	_	_
3-12	225-226	-	_	_
3-13	227-229	30	_	_
3-14	230-231	i	_	_
3-15	232-233	)	_	_
3-16	234-237	mit	_	_
3-17	238-242	sich	_	_
3-18	243-249	nehmen	_	_
3-19	250-252	..	_	_

#Text=Sie sollen sie Mitte Juli in Bonn bei Welcker vorfinden .
4-1	253-256	Sie	_	_
4-2	257-263	sollen	_	_
4-3	264-267	sie	_	_
4-4	268-273	Mitte	*[7]	DATEmentioned[7]
4-5	274-278	Juli	*[7]	DATEmentioned[7]
4-6	279-281	in	_	_
4-7	282-286	Bonn	*	PLACEmentioned
4-8	287-290	bei	_	_
4-9	291-298	Welcker	*	PERmentioned
4-10	299-308	vorfinden	_	_
4-11	309-310	.	_	_

#Text=Das Monumentenheft werde ich wohl später nachfolgen lassen .
5-1	311-314	Das	_	_
